City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,San Patricio,US,2021-03-24 19:20:47,28.017,-97.5169,82.0,69,75,16.11
294,Staraya Poltavka,RU,2021-03-24 19:20:47,50.4772,46.4814,33.67,94,100,18.3
295,Soyo,AO,2021-03-24 19:20:47,-6.1349,12.3689,78.76,78,100,9.17
296,Gold Coast,AU,2021-03-24 19:19:17,-28.0,153.4333,66.99,94,0,2.3
297,Okhotsk,RU,2021-03-24 19:20:48,59.3833,143.3,-2.88,98,81,3.0
298,Yellowknife,CA,2021-03-24 19:20:48,62.456,-114.3525,6.01,55,1,6.91
299,Faya,SA,2021-03-24 19:20:48,18.3851,42.4509,66.2,55,0,6.91
300,Kintinku,TZ,2021-03-24 19:20:49,-5.8833,35.2333,75.2,64,20,13.8
301,Kaitangata,NZ,2021-03-24 19:20:49,-46.2817,169.8464,51.55,90,88,6.06
302,Morant Bay,JM,2021-03-24 19:20:49,17.8815,-76.4093,84.2,65,40,23.02
303,Wattegama,LK,2021-03-24 19:20:16,6.7989,81.4808,77.0,100,40,3.44
304,Kimberley,ZA,2021-03-24 19:20:49,-28.7323,24.7623,62.6,94,23,10.36
305,Kyshtovka,RU,2021-03-24 19:20:50,56.555,76.6271,23.13,96,93,6.91
306,Vao,NC,2021-03-24 19:20:50,-22.6667,167.4833,75.74,67,98,14.72
307,Gallup,US,2021-03-24 19:20:50,35.5281,-108.7426,39.99,69,90,12.66
308,Te Anau,NZ,2021-03-24 19:20:50,-45.4167,167.7167,48.24,95,60,0.76
309,Big Rapids,US,2021-03-24 19:20:51,43.6981,-85.4837,61.0,55,90,11.5
310,Skjervoy,NO,2021-03-24 19:20:51,70.0311,20.9714,41.0,60,40,13.8
311,Novi Sanzhary,UA,2021-03-24 19:20:51,49.3439,34.3108,33.06,80,100,14.85
312,Marakkanam,IN,2021-03-24 19:20:51,12.2,79.95,80.4,74,67,5.95
313,Samarai,PG,2021-03-24 19:20:52,-10.6167,150.6667,80.28,81,99,7.92
314,Kidal,ML,2021-03-24 19:20:52,18.4411,1.4078,84.4,6,6,12.01
315,Florianopolis,BR,2021-03-24 19:20:52,-27.6146,-48.5012,82.0,74,40,17.27
316,Yuryev-Polskiy,RU,2021-03-24 19:20:52,56.5,39.6833,24.78,92,19,6.26
317,Owensboro,US,2021-03-24 19:20:53,37.7742,-87.1133,71.6,49,40,18.41
318,Srisailam,IN,2021-03-24 19:20:53,16.0833,78.8667,77.25,41,0,2.86
319,Halifax,CA,2021-03-24 19:16:40,44.6453,-63.5724,62.01,67,90,8.05
320,Zunyi,CN,2021-03-24 19:20:53,27.6867,106.9072,55.36,75,45,4.47
321,Ubatuba,BR,2021-03-24 19:20:54,-23.4339,-45.0711,87.8,51,20,6.91
322,Sao Filipe,CV,2021-03-24 19:20:54,14.8961,-24.4956,72.16,73,0,16.17
323,San Matias,BO,2021-03-24 19:20:54,-16.3667,-58.4,88.74,48,80,6.64
324,Coruripe,BR,2021-03-24 19:20:54,-10.1256,-36.1756,82.11,65,10,11.34
325,Yarmouth,US,2021-03-24 19:20:55,41.7057,-70.2286,54.0,71,1,5.75
326,Naze,JP,2021-03-24 19:20:55,28.3667,129.4833,61.54,94,100,9.71
327,Mazatlan,MX,2021-03-24 19:20:12,23.2167,-106.4167,77.0,29,75,10.36
328,Tual,ID,2021-03-24 19:20:55,-5.6667,132.75,82.6,78,100,7.52
329,Houma,US,2021-03-24 19:20:55,29.5958,-90.7195,72.0,73,90,8.05
330,Rabat,MA,2021-03-24 19:20:35,33.9911,-6.8401,60.01,77,0,5.75
331,Los Llanos De Aridane,ES,2021-03-24 19:20:56,28.6585,-17.9182,66.2,82,20,14.97
332,Warrnambool,AU,2021-03-24 19:20:56,-38.3833,142.4833,57.99,92,50,1.01
333,Mendi,PG,2021-03-24 19:20:56,-6.1761,143.6513,53.44,97,100,2.64
334,Yakeshi,CN,2021-03-24 19:20:57,49.2833,120.7333,24.1,96,100,2.24
335,Inhambane,MZ,2021-03-24 19:20:57,-23.865,35.3833,77.0,69,20,5.75
336,Mazsalaca,LV,2021-03-24 19:20:57,57.8633,25.0547,39.0,83,100,5.01
337,Pailon,BO,2021-03-24 19:20:57,-17.65,-62.75,84.2,65,40,14.97
338,Erzin,TR,2021-03-24 19:20:58,36.9559,36.2,57.0,68,90,8.99
339,Garden City,US,2021-03-24 19:18:10,42.3256,-83.331,73.4,49,75,27.63
340,Sergeyevka,KZ,2021-03-24 19:20:58,53.88,67.4158,19.53,95,31,10.67
341,Champawat,IN,2021-03-24 19:20:58,29.3333,80.1,47.44,59,0,6.51
342,Iqaluit,CA,2021-03-24 19:20:59,63.7506,-68.5145,-16.01,63,40,5.75
343,Valparaiso,CL,2021-03-24 19:19:13,-33.0393,-71.6273,66.2,63,0,3.44
344,La Romana,DO,2021-03-24 19:20:59,18.4273,-68.9728,86.0,62,40,11.5
345,Praia Da Vitoria,PT,2021-03-24 19:20:59,38.7333,-27.0667,60.01,63,20,5.91
346,Wanaka,NZ,2021-03-24 19:20:59,-44.7,169.15,53.96,89,84,1.83
347,Ajdabiya,LY,2021-03-24 19:21:00,30.7554,20.2263,58.35,48,100,14.85
348,Basudebpur,IN,2021-03-24 19:21:00,21.1353,86.7386,77.67,55,0,7.61
349,Buta,CD,2021-03-24 19:21:00,2.7858,24.73,71.98,82,100,2.35
350,Gulu,UG,2021-03-24 19:18:18,2.7746,32.299,76.17,29,100,4.5
351,Itumbiara,BR,2021-03-24 19:21:00,-18.4192,-49.2153,90.63,34,39,5.19
352,Salalah,OM,2021-03-24 19:21:01,17.0151,54.0924,78.8,83,20,3.44
353,Kalach-Na-Donu,RU,2021-03-24 19:21:01,48.691,43.5264,35.6,93,75,20.13
354,Aljezur,PT,2021-03-24 19:21:01,37.3191,-8.8033,53.56,80,5,9.15
355,Fort Nelson,CA,2021-03-24 19:21:02,58.8053,-122.7002,14.0,67,75,2.3
356,Sisimiut,GL,2021-03-24 19:21:02,66.9395,-53.6735,1.42,88,100,12.17
357,Batagay,RU,2021-03-24 19:21:02,67.6333,134.6333,-25.82,99,100,1.36
358,Ocampo,MX,2021-03-24 19:21:02,21.65,-101.5,80.01,20,100,28.68
359,Enid,US,2021-03-24 19:17:39,36.3956,-97.8784,57.99,62,40,9.22
360,Ulety,RU,2021-03-24 19:21:03,51.3572,112.4849,20.25,93,7,2.84
361,Gondanglegi,ID,2021-03-24 19:21:03,-7.7479,112.0132,74.55,90,100,1.34
362,Voh,NC,2021-03-24 19:21:03,-20.9667,164.7,72.25,90,36,5.32
363,Zhaozhou,CN,2021-03-24 19:21:04,45.6833,125.3167,39.42,54,100,9.08
364,Santa Rosa,PH,2021-03-24 19:21:04,14.3122,121.1114,80.01,78,20,2.3
365,Fuling,CN,2021-03-24 19:21:04,29.7022,107.3919,61.29,67,68,2.64
366,Narsaq,GL,2021-03-24 19:18:34,60.9167,-46.05,21.2,53,75,4.61
367,Molango,MX,2021-03-24 19:21:04,20.7833,-98.7167,86.63,8,0,2.04
368,Plettenberg Bay,ZA,2021-03-24 19:21:05,-34.0527,23.3716,67.26,86,100,13.02
369,Abu Kamal,SY,2021-03-24 19:21:05,34.4506,40.9171,64.15,34,0,20.22
370,Port Hawkesbury,CA,2021-03-24 19:21:05,45.6169,-61.3485,62.6,39,1,4.61
371,Alyangula,AU,2021-03-24 19:21:05,-13.8483,136.4192,81.95,81,100,7.43
372,Jieshi,CN,2021-03-24 19:21:06,22.8134,115.8257,66.0,80,0,1.01
373,Vardo,NO,2021-03-24 19:21:06,70.3705,31.1107,33.8,86,100,13.8
374,Zhigansk,RU,2021-03-24 19:21:06,66.7697,123.3711,-28.44,100,100,2.26
375,Vanimo,PG,2021-03-24 19:21:06,-2.6741,141.3028,76.95,87,100,3.76
376,Viransehir,TR,2021-03-24 19:21:07,37.2353,39.7631,48.25,76,100,14.16
377,Labuan,MY,2021-03-24 19:21:07,5.2767,115.2417,80.6,89,20,3.44
378,Aksu,CN,2021-03-24 19:21:07,41.1231,80.2644,53.55,26,6,4.83
379,Kochkurovo,RU,2021-03-24 19:21:07,54.0358,45.4184,12.43,97,47,3.98
380,Lazne Belohrad,CZ,2021-03-24 19:21:08,50.4287,15.5827,39.99,85,4,1.61
381,Kholodnyy,RU,2021-03-24 19:21:08,62.7167,147.95,-7.42,97,100,6.98
382,Sorland,NO,2021-03-24 19:21:08,67.667,12.6934,41.0,75,40,47.18
383,Yashkul,RU,2021-03-24 19:21:08,46.1711,45.3435,41.41,93,100,14.92
384,Kitgum,UG,2021-03-24 19:21:09,3.2783,32.8867,82.63,28,95,11.1
385,Half Moon Bay,US,2021-03-24 19:21:09,37.4636,-122.4286,66.2,82,1,16.11
386,Marzuq,YE,2021-03-24 19:21:09,14.4,46.4667,68.31,26,4,6.6
387,Saint-Joseph,RE,2021-03-24 19:21:09,-21.3667,55.6167,78.8,83,0,3.44
388,Inirida,CO,2021-03-24 19:21:10,3.8653,-67.9239,85.73,60,90,0.89
389,Boden,SE,2021-03-24 19:21:10,65.8252,21.6886,42.8,52,0,13.8
390,Storforshei,NO,2021-03-24 19:21:10,66.4043,14.5233,39.2,60,75,14.97
391,Simplicio Mendes,BR,2021-03-24 19:21:10,-7.8539,-41.9103,96.87,24,30,7.58
392,Buala,SB,2021-03-24 19:21:11,-8.145,159.5921,79.23,79,100,3.15
393,Tanabe,JP,2021-03-24 19:18:17,33.7333,135.3667,53.85,80,100,6.51
394,Irbit,RU,2021-03-24 19:21:11,57.6705,63.071,29.16,86,99,12.33
395,Samana,DO,2021-03-24 19:21:11,19.2056,-69.3369,84.2,70,40,9.22
396,Hualmay,PE,2021-03-24 19:21:12,-11.0964,-77.6139,76.28,68,85,10.69
397,Santander,ES,2021-03-24 19:21:12,43.4647,-3.8044,55.0,76,75,3.44
398,Hamilton,US,2021-03-24 19:21:12,39.1834,-84.5333,73.0,49,40,18.41
399,Yangambi,CD,2021-03-24 19:21:12,0.8102,24.4336,71.98,95,100,4.16
400,Ponta Delgada,PT,2021-03-24 19:21:13,37.7333,-25.6667,57.2,72,75,11.5
401,Taltal,CL,2021-03-24 19:20:20,-25.4,-70.4833,69.94,72,30,9.04
402,Zhaoyuan,CN,2021-03-24 19:21:13,37.3592,120.3964,46.99,69,0,4.29
403,Abeche,TD,2021-03-24 19:21:13,13.8292,20.8324,90.16,11,10,12.24
404,Svetlogorsk,BY,2021-03-24 19:21:13,52.6333,29.7333,28.53,82,4,5.37
405,Dingle,PH,2021-03-24 19:21:14,10.9995,122.6711,75.36,91,100,8.05
406,Hovd,MN,2021-03-24 19:21:14,48.0056,91.6419,31.98,29,0,6.73
407,Manakara,MG,2021-03-24 19:21:14,-22.1333,48.0167,74.82,91,61,7.67
408,Cabedelo,BR,2021-03-24 19:21:14,-6.9811,-34.8339,84.2,70,40,12.66
409,Lubango,AO,2021-03-24 19:21:15,-14.9172,13.4925,61.47,97,100,2.64
410,Birao,CF,2021-03-24 19:21:15,10.2849,22.7882,89.17,32,69,6.04
411,Dunedin,NZ,2021-03-24 19:21:15,-45.8742,170.5036,54.0,93,100,7.45
412,Necochea,AR,2021-03-24 19:21:16,-38.5473,-58.7368,80.51,41,0,7.14
413,Whitehorse,CA,2021-03-24 19:17:18,60.7161,-135.0538,19.99,67,75,5.75
414,Nanchong,CN,2021-03-24 19:21:16,30.7951,106.0847,62.26,59,100,4.07
415,Kamenka,RU,2021-03-24 19:21:16,51.3223,42.7678,34.0,92,100,15.7
416,Fundao,BR,2021-03-24 19:21:17,-19.9341,-40.4047,84.2,70,0,12.66
417,Camacha,PT,2021-03-24 19:21:17,33.0833,-16.3333,62.6,77,40,12.66
418,Hasaki,JP,2021-03-24 19:21:17,35.7333,140.8333,48.2,87,75,3.44
419,Swan Hill,AU,2021-03-24 19:21:17,-35.3378,143.5544,58.71,81,11,10.65
420,Rodrigues Alves,BR,2021-03-24 19:21:18,-7.738,-72.6509,81.54,84,72,2.33
421,Isabela,PH,2021-03-24 19:21:18,6.7085,121.9711,75.2,100,90,2.3
422,Kanigoro,ID,2021-03-24 19:21:18,-8.13,112.219,73.06,93,88,2.77
423,Meulaboh,ID,2021-03-24 19:21:18,4.1363,96.1285,74.53,89,100,3.47
424,Marion,US,2021-03-24 19:18:02,39.7684,-86.1555,72.0,37,40,26.46
425,Tyumentsevo,RU,2021-03-24 19:21:19,53.3224,81.498,25.74,95,100,15.75
426,Carlisle,US,2021-03-24 19:21:19,40.2015,-77.1889,54.0,84,100,1.01
427,Tan An,VN,2021-03-24 19:21:19,10.5333,106.4167,82.4,69,40,5.75
428,Bokoro,TD,2021-03-24 19:21:19,12.3807,17.0568,94.15,10,100,7.7
429,Tiarei,PF,2021-03-24 19:21:20,-17.5333,-149.3333,86.0,66,75,4.61
430,Saint Albans,GB,2021-03-24 19:21:20,51.75,-0.3333,51.01,81,4,8.05
431,Arona,ES,2021-03-24 19:21:20,28.0996,-16.681,75.2,38,0,11.5
432,Baykit,RU,2021-03-24 19:21:20,61.67,96.37,19.87,96,100,3.69
433,Zwedru,LR,2021-03-24 19:21:21,6.0667,-8.1281,81.19,71,71,1.5
434,Sakaiminato,JP,2021-03-24 19:21:21,35.55,133.2333,51.8,93,75,5.75
435,Broken Hill,AU,2021-03-24 19:21:21,-31.95,141.4333,59.0,72,0,8.05
436,Noumea,NC,2021-03-24 19:21:22,-22.2763,166.4572,73.4,78,75,5.75
437,Auki,SB,2021-03-24 19:21:22,-8.7676,160.7034,75.97,85,61,3.44
438,Ponnani,IN,2021-03-24 19:21:22,10.767,75.9252,82.4,69,20,5.26
439,Bathsheba,BB,2021-03-24 19:21:22,13.2167,-59.5167,82.4,54,40,18.41
440,Sur,OM,2021-03-24 19:21:23,22.5667,59.5289,76.87,65,0,13.47
441,Arys,KZ,2021-03-24 19:21:23,42.4252,68.795,53.6,62,0,6.71
442,Vila,PT,2021-03-24 19:21:23,42.0304,-8.1588,52.0,69,33,5.99
443,Goderich,CA,2021-03-24 19:21:23,43.7501,-81.7165,64.4,59,90,17.27
444,Nome,US,2021-03-24 19:21:24,64.5011,-165.4064,28.4,86,90,14.97
445,Manyana,BW,2021-03-24 19:21:24,-23.4,21.7167,70.12,72,21,6.26
446,Maragheh,IR,2021-03-24 19:21:24,37.3917,46.2398,50.0,62,40,6.91
447,Petropavlovsk-Kamchatskiy,RU,2021-03-24 19:21:24,53.0452,158.6483,17.6,62,11,6.71
448,Riohacha,CO,2021-03-24 19:21:25,11.5444,-72.9072,83.28,68,93,12.93
449,Touros,BR,2021-03-24 19:21:25,-5.1989,-35.4608,84.2,70,75,16.11
450,Seoul,KR,2021-03-24 19:21:12,37.5683,126.9778,46.4,87,75,3.44
451,Alizai,PK,2021-03-24 19:21:25,33.5383,70.3462,57.27,67,51,1.7
452,Byron Bay,AU,2021-03-24 19:21:25,-28.65,153.6167,64.0,88,0,8.03
453,Kaka,TM,2021-03-24 19:21:26,37.3482,59.6143,74.08,28,100,5.53
454,Daru,PG,2021-03-24 19:21:26,-9.0763,143.2092,78.78,85,100,3.62
455,Akdepe,TM,2021-03-24 19:21:26,42.0551,59.3788,59.0,72,0,4.61
456,Tiverton,GB,2021-03-24 19:21:27,50.9,-3.4833,46.99,75,21,6.69
457,Wuwei,CN,2021-03-24 19:21:27,37.9281,102.6414,46.44,18,100,5.55
458,Eyl,SO,2021-03-24 19:21:27,7.9803,49.8164,77.11,63,0,11.74
459,Soligalich,RU,2021-03-24 19:21:27,59.0778,42.2864,33.51,97,100,8.37
460,Lodeynoye Pole,RU,2021-03-24 19:21:28,60.726,33.5531,37.24,91,69,12.44
461,Tehachapi,US,2021-03-24 19:19:15,35.1322,-118.449,55.99,28,2,5.01
462,The Valley,AI,2021-03-24 19:21:28,18.217,-63.0578,84.2,65,20,11.5
463,Ust-Omchug,RU,2021-03-24 19:21:28,61.15,149.6333,-6.57,98,100,6.8
464,Nador,MA,2021-03-24 19:21:28,35.174,-2.9287,64.4,55,0,3.44
465,Bam,IR,2021-03-24 19:21:29,29.106,58.357,76.71,19,65,10.63
466,Dudinka,RU,2021-03-24 19:21:29,69.4058,86.1778,20.95,95,100,11.45
467,Synya,RU,2021-03-24 19:21:29,65.3718,58.0387,25.43,95,75,7.34
468,Rafraf,TN,2021-03-24 19:21:29,37.1904,10.1837,53.6,87,40,3.44
469,Tazovskiy,RU,2021-03-24 19:21:30,67.4667,78.7,14.52,97,92,7.2
470,Lunderskov,DK,2021-03-24 19:21:30,55.4837,9.2992,44.6,87,94,9.22
471,Nalut,LY,2021-03-24 19:21:30,30.3333,10.85,56.35,33,5,7.54
472,Tevaitoa,PF,2021-03-24 19:21:30,-16.7833,-151.5,83.23,73,93,23.11
473,Imeni Poliny Osipenko,RU,2021-03-24 19:21:31,52.4201,136.4853,5.5,92,15,2.48
474,Taoudenni,ML,2021-03-24 19:21:31,22.6783,-3.9836,76.28,9,0,11.36
475,Hobyo,SO,2021-03-24 19:21:31,5.3505,48.5268,78.78,62,0,12.01
476,Lazaro Cardenas,MX,2021-03-24 19:21:31,17.9583,-102.2,81.05,56,0,9.51
477,Dawei,MM,2021-03-24 19:21:32,14.0833,98.2,76.73,89,96,2.77
478,Marsh Harbour,BS,2021-03-24 19:21:32,26.5412,-77.0636,77.34,65,4,4.38
479,Itaituba,BR,2021-03-24 19:21:32,-4.2761,-55.9836,77.0,94,90,5.75
480,Gashua,NG,2021-03-24 19:21:32,12.871,11.0482,89.91,13,100,9.17
481,Tyukhtet,RU,2021-03-24 19:21:33,56.5389,89.3011,28.47,89,100,17.47
482,Ondjiva,AO,2021-03-24 19:21:33,-17.0667,15.7333,76.66,59,97,6.73
483,Chhindwara,IN,2021-03-24 19:21:33,22.0667,78.9333,77.11,29,0,2.06
484,Kannur,IN,2021-03-24 19:20:58,11.8675,75.3576,80.62,82,14,5.19
485,Doha,QA,2021-03-24 19:21:34,25.2867,51.5333,79.0,69,0,6.91
486,Gorgan,IR,2021-03-24 19:21:34,36.8387,54.4348,95.0,17,0,23.02
487,Elat,IL,2021-03-24 19:21:34,29.5581,34.9482,69.8,26,0,13.8
488,Muhos,FI,2021-03-24 19:21:35,64.808,25.9931,37.4,75,0,11.5
489,Vicuna,CL,2021-03-24 19:21:35,-30.0319,-70.7081,80.01,26,0,4.0
490,Tashara,RU,2021-03-24 19:21:35,55.5195,83.5094,26.01,87,100,7.0
491,Margate,GB,2021-03-24 19:21:35,51.3813,1.3862,50.0,71,100,1.99
492,Sibu,MY,2021-03-24 19:21:36,2.3,111.8167,77.0,94,40,3.44
493,Varhaug,NO,2021-03-24 19:21:36,58.6147,5.6457,42.01,92,17,13.6
494,Mitu,CO,2021-03-24 19:21:36,1.1983,-70.1733,85.37,61,62,1.48
495,Beringovskiy,RU,2021-03-24 19:21:36,63.05,179.3167,10.92,95,100,1.97
496,Lishui,CN,2021-03-24 19:21:37,28.4604,119.9103,51.03,90,0,1.83
497,Tupelo,US,2021-03-24 19:21:37,34.2576,-88.7034,73.4,56,1,10.36
498,Caucaia,BR,2021-03-24 19:21:37,-3.7361,-38.6531,81.0,78,75,4.61
499,Hami,CN,2021-03-24 19:21:37,42.8,93.45,49.19,39,100,15.57
500,Bonavista,CA,2021-03-24 19:21:38,48.6499,-53.1147,44.6,49,52,4.61
501,Zhangjiakou,CN,2021-03-24 19:21:38,40.81,114.8794,45.73,33,0,2.55
502,Pucara,PE,2021-03-24 19:21:38,-15.9803,-71.4606,66.2,39,40,9.22
503,Vicksburg,US,2021-03-24 19:21:38,32.3526,-90.8779,73.4,64,1,6.91
504,Kohlu,PK,2021-03-24 19:21:39,29.8962,69.252,61.63,51,6,2.66
505,Lima,PE,2021-03-24 19:17:32,-12.0432,-77.0282,78.8,61,0,8.05
506,Kibala,TD,2021-03-24 19:21:39,9.1104,18.3463,93.2,38,0,6.67
507,Pital,CO,2021-03-24 19:21:39,2.2665,-75.8044,75.9,76,98,2.68
508,Maniitsoq,GL,2021-03-24 19:21:40,65.4167,-52.9,4.03,82,98,4.38
509,Hutchinson,US,2021-03-24 19:20:22,38.0608,-97.9298,48.2,61,90,8.05
510,Veraval,IN,2021-03-24 19:21:40,20.9,70.3667,81.19,43,0,11.7
511,Jibuti,DJ,2021-03-24 19:21:40,11.5,42.5,80.6,57,1,9.46
512,Grand Gaube,MU,2021-03-24 19:21:40,-20.0064,57.6608,78.01,84,100,7.96
513,Bafia,CM,2021-03-24 19:21:41,4.75,11.2333,72.81,92,100,4.97
514,Ancud,CL,2021-03-24 19:21:41,-41.8697,-73.8203,59.0,47,40,9.22
515,Urucara,BR,2021-03-24 19:21:41,-2.5364,-57.76,80.28,88,28,4.05
516,Hervey Bay,AU,2021-03-24 19:21:41,-25.2986,152.8535,72.0,83,0,4.61
517,Itirucu,BR,2021-03-24 19:21:42,-13.5317,-40.1503,81.77,37,24,9.22
518,Bairiki,KI,2021-03-24 19:21:42,1.3292,172.9752,80.6,78,20,9.22
519,Tabou,CI,2021-03-24 19:21:42,4.423,-7.3528,79.66,84,47,8.3
520,Namibe,AO,2021-03-24 19:21:42,-15.1961,12.1522,72.77,82,100,11.7
521,Coahuayana,MX,2021-03-24 19:21:43,18.7333,-103.6833,78.8,50,1,11.5
522,Waddan,LY,2021-03-24 19:21:43,29.1614,16.139,55.98,33,0,9.17
523,Dukat,RU,2021-03-24 19:21:43,62.55,155.55,-13.61,99,100,6.42
524,Chimore,BO,2021-03-24 19:21:43,-16.9833,-65.1333,83.01,75,19,0.65
525,Yoichi,JP,2021-03-24 19:21:44,43.2039,140.7703,41.0,90,100,7.27
526,Aleksandrov Gay,RU,2021-03-24 19:21:44,50.147,48.5704,33.51,92,100,20.54
527,Mandalgovi,MN,2021-03-24 19:21:44,45.7625,106.2708,39.7,22,100,7.94
528,Janow Lubelski,PL,2021-03-24 19:21:44,50.707,22.4104,39.99,59,36,2.64
529,Bud,US,2021-03-24 19:21:45,39.447,-86.1758,70.0,46,40,12.66
530,Krasnoselkup,RU,2021-03-24 19:21:45,65.7,82.4667,20.39,96,97,7.58
531,Gigmoto,PH,2021-03-24 19:21:45,13.7796,124.39,78.01,84,98,8.97
532,Inuvik,CA,2021-03-24 19:21:45,68.3499,-133.7218,8.6,56,100,4.61
533,Aguia Branca,BR,2021-03-24 19:21:46,-18.9831,-40.7403,87.75,47,6,2.98
534,Inverness,GB,2021-03-24 19:21:46,57.4791,-4.224,43.0,75,40,18.41
535,Fukue,JP,2021-03-24 19:21:46,32.6881,128.8419,57.88,82,100,7.49
536,Paterno,IT,2021-03-24 19:21:46,37.571,14.9027,53.01,66,75,6.91
537,Wau,SS,2021-03-24 19:21:47,7.7029,27.9953,82.67,49,100,3.18
538,Martinsicuro,IT,2021-03-24 19:21:47,42.8811,13.9145,45.0,60,0,4.0
539,Vestmannaeyjar,IS,2021-03-24 19:21:47,63.4427,-20.2734,37.4,65,40,13.8
